beds,baths,size_m2,rent_thb,built_year,subdistrict,district,province
1,1.0,57.0,12000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,57.0,55000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,45.0,32000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,64.0,35000,,Talat Noi,Samphanthawong,Bangkok
1,1.0,51.0,68000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,62.0,32000,,Suriyawong,Bang Rak,Bangkok
2,1.0,52.0,50000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,59.0,47000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,52.0,42000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,61.0,55000,,Lumphini,Pathum Wan,Bangkok
2,1.0,45.0,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,13500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,45.0,45000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,48.0,35000,,Makkasan,Ratchathewi,Bangkok
1,1.0,53.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,32.0,25000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,30.0,27500,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,36.0,22000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,46.0,35000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,60.0,43000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,37.0,50000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,42.0,55000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,40.0,36000,,Khlong Toei,Khlong Toei,Bangkok
2,1.0,51.0,35000,,Chatuchak,Chatuchak,Bangkok
1,1.0,70.0,39000,,Thanon Phaya Thai,Ratchathewi,Bangkok
2,1.0,68.0,50000,,Khlong San,Khlong San,Bangkok
1,1.0,87.0,120000,,Lumphini,Pathum Wan,Bangkok
1,1.0,50.0,70000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,43.0,50000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,50.0,48000,,Suriyawong,Bang Rak,Bangkok
2,1.0,55.0,55000,,Si Phraya,Bang Rak,Bangkok
1,1.0,38.0,34000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,33.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,60.0,60000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,49.0,45000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,42.0,47000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,37.0,42000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,87.0,65000,,Si Lom,Bang Rak,Bangkok
1,1.0,62.0,44000,,Thung Wat Don,Sathon,Bangkok
2,1.0,61.0,47000,,Lumphini,Pathum Wan,Bangkok
2,1.0,57.0,60000,,Si Phraya,Bang Rak,Bangkok
1,1.0,51.0,35000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,48.0,45000,,Lumphini,Pathum Wan,Bangkok
1,1.0,66.0,70000,,Khlong Ton Sai,Khlong San,Bangkok
2,1.0,52.0,35000,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,48.0,45000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,43.0,36000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,42.0,47000,,Din Daeng,Din Daeng,Bangkok
1,1.0,45.0,35000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,59.0,39000,,Makkasan,Ratchathewi,Bangkok
1,1.0,38.0,29000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,52.0,45000,,Lumphini,Pathum Wan,Bangkok
1,1.0,34.0,15500,,Bang Na,Bang Na,Bangkok
1,1.0,87.0,125000,,Lumphini,Pathum Wan,Bangkok
1,1.0,45.0,38000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,55.8,60000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,45.0,28000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,45.0,45000,,Lumphini,Pathum Wan,Bangkok
1,1.0,37.0,30000,,Thung Mahamek,Sathon,Bangkok
2,1.0,60.0,28000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,52.0,39000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,38.0,38000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,51.0,38000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,35.0,38000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,50.0,35000,,Khlong Tan Nuea,Vadhana,Bangkok
1,2.0,65.0,50000,,Thung Wat Don,Sathon,Bangkok
1,1.0,70.0,50000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,40.0,37000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,38000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,58.0,55000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,54.0,40000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,33.0,25000,,Makkasan,Ratchathewi,Bangkok
1,1.0,38.0,35000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,70.0,65000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,51.0,38000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,50.0,40000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,45.0,35000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,35.0,35000,,Khlong Tan Nuea,Vadhana,Bangkok
1,2.0,65.0,42000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,61.0,38000,,Lumphini,Pathum Wan,Bangkok
1,1.0,50.0,35000,,Chatuchak,Chatuchak,Bangkok
1,1.0,38.0,40000,,Lumphini,Pathum Wan,Bangkok
1,1.0,44.0,55000,,Lumphini,Pathum Wan,Bangkok
1,1.0,43.0,59000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,158.0,300000,,Lumphini,Pathum Wan,Bangkok
1,1.0,38.0,34000,,Chatuchak,Chatuchak,Bangkok
1,1.0,64.0,50000,,Thung Wat Don,Sathon,Bangkok
1,1.0,52.0,35000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,35.0,32000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,34.0,30000,,Phra Khanong Nuea,Vadhana,Bangkok
2,1.0,54.0,43000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,44.0,44000,,Thung Mahamek,Sathon,Bangkok
2,1.0,90.0,58000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,36.0,31000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,40.0,32000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,39.0,35000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,48.0,40000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,34.0,30000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,58.0,50000,,Lumphini,Pathum Wan,Bangkok
1,1.0,50.0,35000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35000.0,35000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,48.0,45000,,Chomphon,Chatuchak,Bangkok
1,1.0,34.0,45000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,65.0,50000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,45.0,44000,,Thung Mahamek,Sathon,Bangkok
1,1.0,36.0,42000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,45.0,40000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,45.0,40000,,Lumphini,Pathum Wan,Bangkok
2,1.0,46.0,45000,,Maha Phruettharam,Bang Rak,Bangkok
2,1.0,47.0,50000,,Maha Phruettharam,Bang Rak,Bangkok
2,1.0,50.0,45000,,Bang Lamphu Lang,Khlong San,Bangkok
1,1.0,45.0,35000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,58.0,65000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,30.0,30000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,30.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,44.0,28000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,37.0,30000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,43.0,52000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,48.0,40000,,Khlong Toei Nuea,Vadhana,Bangkok
,1.0,23.0,16000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,35.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,58.0,36000,,Lumphini,Pathum Wan,Bangkok
1,1.0,35.0,10500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,35.0,24000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,78.0,80000,,Khlong San,Khlong San,Bangkok
1,1.0,44.0,36000,,Thung Mahamek,Sathon,Bangkok
2,1.0,68.0,35000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,50.0,50000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,50.0,36000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,32.0,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,33000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,48.0,25000,,Khlong Chan,Bang Kapi,Bangkok
1,1.0,37.0,10000,,Hua Mak,Bang Kapi,Bangkok
1,1.0,38.0,30000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,50.0,37000,,Si Lom,Bang Rak,Bangkok
1,1.0,55.0,50000,,Si Lom,Bang Rak,Bangkok
1,2.0,63.0,32000,,Thung Phaya Thai,Ratchathewi,Bangkok
1,1.0,34.0,33000,,Si Phraya,Bang Rak,Bangkok
2,1.0,40.0,40000,,Makkasan,Ratchathewi,Bangkok
1,1.0,29.0,17000,,Phra Khanong Nuea,Vadhana,Bangkok
2,1.0,49.0,39000,,Bang Lamphu Lang,Khlong San,Bangkok
2,1.0,50.0,45000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,37.0,35000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,68.0,35000,,Si Lom,Bang Rak,Bangkok
2,1.0,52.0,42000,,Khlong Toei,Khlong Toei,Bangkok
1,2.0,75.0,42000,,Si Lom,Bang Rak,Bangkok
2,1.0,45.0,60000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,40.0,48000,,Suriyawong,Bang Rak,Bangkok
1,1.0,50.0,45000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,45.0,38000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,70.0,35000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,46.0,40900,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,44.0,38000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,79.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,55.0,80000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,50.0,55000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,67.0,35000,,Lumphini,Pathum Wan,Bangkok
2,1.0,78.0,45000,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,48.0,33000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,45.0,30000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,49.0,30000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,33.0,30000,,Din Daeng,Din Daeng,Bangkok
1,1.0,61.0,35000,,Khlong Ton Sai,Khlong San,Bangkok
1,1.0,43.0,35000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,50.0,30000,,Thanon Phaya Thai,Ratchathewi,Bangkok
2,1.0,41.0,30000,,Makkasan,Ratchathewi,Bangkok
2,1.0,68.0,33000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,58.0,68000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,48.0,45000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,31.0,21500,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,50.0,38000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,84.0,180000,,Lumphini,Pathum Wan,Bangkok
1,1.0,83.0,170000,,Lumphini,Pathum Wan,Bangkok
1,1.0,40.0,35000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,97.0,70000,,Thung Mahamek,Sathon,Bangkok
1,1.0,54.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,52.0,37000,,Rong Mueang,Pathum Wan,Bangkok
1,1.0,55.0,48000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,48.0,45000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,43.0,30000,,Thung Mahamek,Sathon,Bangkok
2,1.0,48.0,35000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,43.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,40.0,37000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,68.0,35000,,Suan Luang,Suan Luang,Bangkok
1,1.0,54.0,50000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,47.0,40000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,50.0,32500,,Si Lom,Bang Rak,Bangkok
2,1.0,52.0,40000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,38.0,30000,,Din Daeng,Din Daeng,Bangkok
1,1.0,35.0,30000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,53.0,55000,,Si Lom,Bang Rak,Bangkok
1,1.0,49.0,60000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,30000,,Chatuchak,Chatuchak,Bangkok
2,1.0,45.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,56.0,36000,,Si Lom,Bang Rak,Bangkok
1,1.0,30.0,25000,,Thanon Phaya Thai,Ratchathewi,Bangkok
2,1.0,142.0,47500,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,58.0,44000,,Thung Mahamek,Sathon,Bangkok
1,1.0,32.0,36000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,67.0,45000,,Lumphini,Pathum Wan,Bangkok
1,1.0,44.0,45000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,39.0,37000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,118.0,40000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,44.0,42000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,33000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,37.0,30000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,35.0,30000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,70.0,39000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,67.0,45000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,22000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,93.0,55000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,47.0,45000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,28.0,19000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,36.0,38000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,55.0,27000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,52.0,40000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,55.0,40000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,40.0,17000,,Phra Khanong Nuea,Vadhana,Bangkok
2,1.0,58.0,40000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,45.0,47500,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,35.0,30000,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,68.0,32000,,Suan Luang,Suan Luang,Bangkok
1,1.0,34.0,23000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,44.0,26000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,60.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,61.0,30000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,34.0,24000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,33.0,19500,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,40.0,26000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,61.0,68000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,45.0,50000,,Bang Khlo,Bang Kho Laem,Bangkok
1,1.0,45.0,55000,,Thung Mahamek,Sathon,Bangkok
1,1.0,83.0,70000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,45.0,37000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,30000,,Maha Phruettharam,Bang Rak,Bangkok
1,2.0,55.0,45000,,Samre,Thon Buri,Bangkok
2,1.0,56.0,48000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,51.0,24000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,45.0,39000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,31.0,25000,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,44.0,32000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,58.0,45000,,Thung Mahamek,Sathon,Bangkok
2,1.0,48.0,38000,,Khlong Toei,Khlong Toei,Bangkok
2,1.0,72.0,60000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,45.0,35000,,Si Phraya,Bang Rak,Bangkok
1,1.0,43.0,26500,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,37.0,25000,,Makkasan,Ratchathewi,Bangkok
1,1.0,58.0,50000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,55.0,20000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,39.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,37000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,30.0,32000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,31000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,48.0,34000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,47.0,30000,,Sam Sen Nai,Phaya Thai,Bangkok
1,2.0,66.0,45000,,Thung Mahamek,Sathon,Bangkok
1,1.0,60.0,55000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,51.0,45000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,53.0,45000,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,46.0,29000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,34.5,32000,,Si Phraya,Bang Rak,Bangkok
1,1.0,43.0,49000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,39.0,50000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,37.0,22000,,Phra Khanong Nuea,Vadhana,Bangkok
2,1.0,48.0,42000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,43.0,47000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,41.0,30000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,62.0,37000,,Lumphini,Pathum Wan,Bangkok
1,1.0,60.0,30000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,28.0,22000,,Lumphini,Pathum Wan,Bangkok
2,1.0,44.0,30000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,26.0,22000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,43.0,40000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,72.0,32000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,81.0,69000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,32.0,29000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,37.0,28500,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,53.0,55000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,37.0,27000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,35.0,28000,,Lumphini,Pathum Wan,Bangkok
2,1.0,85.0,26000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,74.0,35000,,Lumphini,Pathum Wan,Bangkok
1,1.0,42.0,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,40.0,38000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,40.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,51.0,60000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,74.26,35000,,Lumphini,Pathum Wan,Bangkok
,1.0,33.78,30000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,42.0,38000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,45.0,35000,,Wat Phraya Krai,Bang Kho Laem,Bangkok
1,1.0,63.0,39000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,56.5,36000,,Si Lom,Bang Rak,Bangkok
1,1.0,38.0,32000,,Thung Mahamek,Sathon,Bangkok
1,1.0,42.0,45000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,38.4,29000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,503.0,25000,,Suan Luang,Suan Luang,Bangkok
2,1.0,48.59,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,41.0,30000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,45.2,30000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,55.5,35000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,44.0,45000,,Thung Mahamek,Sathon,Bangkok
1,1.0,35.0,34000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,45.0,32000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,35000,,Lumphini,Pathum Wan,Bangkok
1,1.0,34.5,39500,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,33000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,39.0,33000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,40.0,48000,,Wang Mai,Pathum Wan,Bangkok
1,1.0,53.0,60000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,8900000,,Makkasan,Ratchathewi,Bangkok
2,1.0,42.0,39000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,41.77,44000,,Chomphon,Chatuchak,Bangkok
1,1.0,45.0,30000,,Makkasan,Ratchathewi,Bangkok
,1.0,40.0,30000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,44.0,25000,,Bang Kho Laem,Bang Kho Laem,Bangkok
1,1.0,40.0,30000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,75.4,80000,,Khlong Toei Nuea,Vadhana,Bangkok
,1.0,47.0,29000,,Makkasan,Ratchathewi,Bangkok
2,1.0,48.0,28000,,Bang Chak,Phra Khanong,Bangkok
2,1.0,58.0,33000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,38.0,30000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,53.0,58000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,30000,,Lumphini,Pathum Wan,Bangkok
2,1.0,58.0,46000,,Thung Mahamek,Sathon,Bangkok
1,1.0,45.0,45000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,50.0,55000,,Suriyawong,Bang Rak,Bangkok
1,1.0,28.0,31000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,43.37,52000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,60.0,25000,,Bang Kapi,Huai Khwang,Bangkok
,1.0,30.0,23000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,33.0,30000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,55.0,45000,,Samre,Thon Buri,Bangkok
,1.0,34.0,30000,,Si Phraya,Bang Rak,Bangkok
1,1.0,35.0,21000,,Makkasan,Ratchathewi,Bangkok
,1.0,40.0,48000,,Studio Lumphini,Pathum Wan,Bangkok
1,1.0,36.0,36000,,Si Lom,Bang Rak,Bangkok
2,1.0,64.0,34000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,47.0,36000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,41.0,34000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,27000,,Makkasan,Ratchathewi,Bangkok
1,1.0,45.0,29000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,32000,,Lumphini,Pathum Wan,Bangkok
2,1.0,40.0,50000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,55.0,60000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,49.27,22000,,Khlong Ton Sai,Khlong San,Bangkok
2,1.0,50.3,25000,,Suan Luang,Suan Luang,Bangkok
2,1.0,52.0,35000,,Sam Sen Nai,Phaya Thai,Bangkok
2,1.0,45.0,30000,,Bang Chak,Phra Khanong,Bangkok
2,1.0,45.0,32000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,32.0,17000,,Hua Mak,Bang Kapi,Bangkok
1,1.0,51.0,45000,,Si Lom,Bang Rak,Bangkok
2,1.0,68.0,35000,,Huai Khwang,Huai Khwang,Bangkok
,1.0,22.0,15000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,45.0,68000,,Thung Mahamek,Sathon,Bangkok
1,1.0,32.0,12000,,Hua Mak,Bang Kapi,Bangkok
1,1.0,67.0,24000,,Thung Mahamek,Sathon,Bangkok
1,1.0,27.0,14000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,28.18,16000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,28.0,10000,,Suan Luang,Suan Luang,Bangkok
1,1.0,52.0,25000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,28.0,9000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,36.0,25000,,Wat Phraya Krai,Bang Kho Laem,Bangkok
,1.0,30.0,8000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,35.0,19000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,39.0,22000,,Thung Mahamek,Sathon,Bangkok
1,1.0,37.0,20000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,43.0,25000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,34.0,30000,,Si Phraya,Bang Rak,Bangkok
2,1.0,43.0,25000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,65.0,50000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,57.0,35000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,56.0,30000,,Lumphini,Pathum Wan,Bangkok
1,1.0,33.0,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,30.0,10000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,39.0,14000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,46.0,32000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,32.0,21000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,63.0,40000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,34.0,13000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,52.0,27000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,48.0,30000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,48.0,26000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,33.0,10000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,42.0,50000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,9000,,Suan Luang,Suan Luang,Bangkok
